Country,Year,Health_Exp_PCT_GDP,Is_HIC,HIC_Mean_Exp
Bhutan,2005,3.8,False,7.34
Bhutan,2010,3.3,False,8.16
Bhutan,2015,3.5,False,8.41
Bhutan,2020,4.1,False,9.4
Bhutan,2021,3.1,False,9.32
Bhutan,2022,4.4,False,8.71
Bolivia (Plurin. State of),2005,5.1,False,7.34
Bolivia (Plurin. State of),2010,5.2,False,8.16
Bolivia (Plurin. State of),2015,6.6,False,8.41
Bolivia (Plurin. State of),2020,8.0,False,9.4
Bolivia (Plurin. State of),2021,8.2,False,9.32
Bolivia (Plurin. State of),2022,8.4,False,8.71
